"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","bug"
"L23827","RolesDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/RolesDocTest.java","L23811","2","0","1","2","124","292","L23790","RolesDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/RolesDocTest.java","L23774","2","0","124","13","0","7","2319","0"
"L23828","StartWithConfigurationDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/StartWithConfigurationDocTest.java","L23811","1","0","0","3","34","63","L23791","StartWithConfigurationDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/StartWithConfigurationDocTest.java","L23774","1","0","34","12","0","8","5350","0"
"L23829","TraversalDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/TraversalDocTest.java","L23811","1","0","1","1","44","151","L23792","TraversalDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/TraversalDocTest.java","L23774","1","0","44","14","0","7","3997","0"
"L23830","UniquenessOfPathsDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/UniquenessOfPathsDocTest.java","L23811","3","0","1","1","72","141","L23793","UniquenessOfPathsDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/UniquenessOfPathsDocTest.java","L23774","3","0","72","11","0","6","3997","0"
"L24410","OrderedPathDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/orderedpath/OrderedPathDocTest.java","L24409","2","0","0","4","59","87","L24368","OrderedPathDocTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/orderedpath/OrderedPathDocTest.java","L24367","2","0","59","9","0","7","2472","0"
"L24501","SocnetTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/socnet/SocnetTest.java","L24500","14","0","0","12","321","398","L24459","SocnetTest.java","community/embedded-examples/src/test/java/org/neo4j/examples/socnet/SocnetTest.java","L24458","14","0","321","17","0","8","2472","0"
"L25688","CommonEvaluators.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CommonEvaluators.java","L25687","1","0","1","4","25","56","L25644","CommonEvaluators.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CommonEvaluators.java","L25643","1","0","25","7","0","4","54","0"
"L25689","CostAccumulator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CostAccumulator.java","L25687","1","0","2","0","5","48","L25645","CostAccumulator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CostAccumulator.java","L25643","1","0","5","4","0","2","54","0"
"L25690","CostEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CostEvaluator.java","L25687","1","0","2","0","7","54","L25646","CostEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/CostEvaluator.java","L25643","1","0","7","4","0","2","54","0"
"L25691","EstimateEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/EstimateEvaluator.java","L25687","1","0","2","0","6","43","L25647","EstimateEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/EstimateEvaluator.java","L25643","1","0","6","4","0","2","54","0"
"L25692","GraphAlgoFactory.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/GraphAlgoFactory.java","L25687","1","0","21","0","109","443","L25648","GraphAlgoFactory.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/GraphAlgoFactory.java","L25643","1","0","109","11","0","5","5350","0"
"L25693","MaxCostEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/MaxCostEvaluator.java","L25687","1","0","2","0","5","38","L25649","MaxCostEvaluator.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/MaxCostEvaluator.java","L25643","1","0","5","4","0","2","54","0"
"L25695","PathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/PathFinder.java","L25687","1","0","3","1","10","61","L25651","PathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/PathFinder.java","L25643","1","0","10","7","0","5","2319","0"
"L25696","WeightedPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/WeightedPath.java","L25687","1","0","2","0","6","38","L25652","WeightedPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/WeightedPath.java","L25643","1","0","6","4","0","2","54","0"
"L25911","AncestorsUtil.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/ancestor/AncestorsUtil.java","L25910","11","0","2","0","60","118","L25865","AncestorsUtil.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/ancestor/AncestorsUtil.java","L25864","11","0","60","10","0","4","5350","0"
"L25972","BetweennessCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/BetweennessCentrality.java","L25971","7","0","2","2","76","144","L25926","BetweennessCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/BetweennessCentrality.java","L25925","7","0","76","4","0","2","54","0"
"L25973","ClosenessCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ClosenessCentrality.java","L25971","6","0","3","1","60","124","L25927","ClosenessCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ClosenessCentrality.java","L25925","6","0","60","4","0","2","54","0"
"L25974","CostDivider.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/CostDivider.java","L25971","1","0","3","0","7","43","L25928","CostDivider.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/CostDivider.java","L25925","1","0","7","4","0","2","54","0"
"L25975","Eccentricity.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/Eccentricity.java","L25971","7","0","3","1","54","111","L25929","Eccentricity.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/Eccentricity.java","L25925","7","0","54","4","0","2","54","0"
"L25976","EigenvectorCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentrality.java","L25971","1","0","4","0","8","52","L25930","EigenvectorCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentrality.java","L25925","1","0","8","4","0","2","54","0"
"L25977","EigenvectorCentralityArnoldi.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentralityArnoldi.java","L25971","52","0","9","0","303","443","L25931","EigenvectorCentralityArnoldi.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentralityArnoldi.java","L25925","52","0","303","4","0","2","54","0"
"L25978","EigenvectorCentralityPower.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentralityPower.java","L25971","27","0","9","0","182","300","L25932","EigenvectorCentralityPower.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/EigenvectorCentralityPower.java","L25925","27","0","182","4","0","2","54","0"
"L25979","NetworkDiameter.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/NetworkDiameter.java","L25971","4","0","2","2","45","94","L25933","NetworkDiameter.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/NetworkDiameter.java","L25925","4","0","45","4","0","2","54","0"
"L25980","NetworkRadius.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/NetworkRadius.java","L25971","4","0","2","2","45","92","L25934","NetworkRadius.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/NetworkRadius.java","L25925","4","0","45","4","0","2","54","0"
"L25982","ParallellCentralityCalculation.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ParallellCentralityCalculation.java","L25971","5","0","4","0","50","113","L25936","ParallellCentralityCalculation.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ParallellCentralityCalculation.java","L25925","5","0","50","4","0","2","54","0"
"L25983","ShortestPathBasedCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ShortestPathBasedCentrality.java","L25971","5","0","6","0","72","175","L25937","ShortestPathBasedCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/ShortestPathBasedCentrality.java","L25925","5","0","72","4","0","2","54","0"
"L25984","StressCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/StressCentrality.java","L25971","7","0","2","2","74","143","L25938","StressCentrality.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/StressCentrality.java","L25925","7","0","74","4","0","2","54","0"
"L25981","package-info.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/package-info.java","L25971","1","0","0","0","1","25","L25935","package-info.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/centrality/package-info.java","L25925","1","0","1","4","0","2","54","0"
"L26472","AStar.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AStar.java","L26469","15","0","0","6","249","307","L26412","AStar.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AStar.java","L26409","15","0","249","15","2","8","1296","0"
"L26470","AllPaths.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AllPaths.java","L26469","1","0","0","3","39","72","L26410","AllPaths.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AllPaths.java","L26409","1","0","39","7","0","5","2319","0"
"L26471","AllSimplePaths.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AllSimplePaths.java","L26469","1","0","0","3","20","44","L26411","AllSimplePaths.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/AllSimplePaths.java","L26409","1","0","20","7","0","5","2319","0"
"L26473","Dijkstra.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/Dijkstra.java","L26469","3","0","1","6","102","145","L26413","Dijkstra.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/Dijkstra.java","L26409","3","0","102","13","0","5","5350","0"
"L26474","ExactDepthPathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ExactDepthPathFinder.java","L26469","1","0","1","2","51","92","L26414","ExactDepthPathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ExactDepthPathFinder.java","L26409","1","0","51","7","0","5","2319","0"
"L26475","ShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ShortestPath.java","L26469","53","0","4","6","555","718","L26415","ShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ShortestPath.java","L26409","53","0","555","27","0","8","2319","0"
"L26476","TraversalAStar.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalAStar.java","L26469","2","0","1","6","128","177","L26416","TraversalAStar.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalAStar.java","L26409","2","0","128","9","0","4","5350","0"
"L26477","TraversalPathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalPathFinder.java","L26469","3","0","0","4","38","66","L26417","TraversalPathFinder.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalPathFinder.java","L26409","3","0","38","3","0","3","2319","0"
"L26478","TraversalShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalShortestPath.java","L26469","1","0","1","4","53","91","L26418","TraversalShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/TraversalShortestPath.java","L26409","1","0","53","3","0","3","2319","0"
"L27302","Dijkstra.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/Dijkstra.java","L27301","91","0","19","0","552","808","L27239","Dijkstra.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/Dijkstra.java","L27238","91","0","552","4","0","2","54","0"
"L27303","DijkstraPriorityQueue.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueue.java","L27301","1","0","6","0","10","61","L27240","DijkstraPriorityQueue.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueue.java","L27238","1","0","10","4","0","2","54","0"
"L27304","DijkstraPriorityQueueFibonacciImpl.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueueFibonacciImpl.java","L27301","10","0","1","6","97","144","L27241","DijkstraPriorityQueueFibonacciImpl.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueueFibonacciImpl.java","L27238","10","0","97","6","0","4","2472","0"
"L27305","DijkstraPriorityQueueImpl.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueueImpl.java","L27301","11","0","3","4","92","150","L27242","DijkstraPriorityQueueImpl.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/DijkstraPriorityQueueImpl.java","L27238","11","0","92","5","0","3","236","0"
"L27306","FloydWarshall.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/FloydWarshall.java","L27301","17","0","6","0","138","229","L27243","FloydWarshall.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/FloydWarshall.java","L27238","17","0","138","4","0","2","54","0"
"L27308","SingleSourceShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/SingleSourceShortestPath.java","L27301","1","0","14","0","24","132","L27245","SingleSourceShortestPath.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/SingleSourceShortestPath.java","L27238","1","0","24","4","0","2","54","0"
"L27309","SingleSourceShortestPathBFS.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/SingleSourceShortestPathBFS.java","L27301","27","0","18","1","223","336","L27246","SingleSourceShortestPathBFS.java","community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/shortestpath/SingleSourceShortestPathBFS.java","L27238","27","0","223","5","0","3","5350","0"
